t,x,y,z,roll,pitch,yaw,rollRate,pitchRate,yawRate,targetAlt,rollInputScaled,pitchInputScaled,yawIn,vertIn,pitchDist,rollDist,ex_b,ey_b,vx_b,vy_b,scaleXY,tiltComp,inFL,inFR,inRL,inRR
28.192,0.71203,-0.05383,1.58570,0.00058,0.00124,0.00003,-0.00009,-0.00083,0.00000,1.200,0.0637,0.1500,-0.0001,-0.4474,0.1203,0.0367,-0.2172,0.0538,0.0612,-0.0089,0.9441,1.0000,69.304,69.431,69.004,69.131
28.320,0.71999,-0.05503,1.59767,0.00057,0.00113,0.00003,-0.00010,-0.00084,0.00000,1.200,0.0637,0.1500,-0.0001,-0.4657,0.1240,0.0374,-0.2252,0.0550,0.0628,-0.0097,0.9418,1.0000,69.302,69.429,69.001,69.129
28.448,0.72813,-0.05632,1.60996,0.00056,0.00103,0.00003,-0.00010,-0.00085,0.00000,1.200,0.0637,0.1500,-0.0001,-0.4832,0.1278,0.0382,-0.2333,0.0563,0.0641,-0.0104,0.9396,1.0000,69.299,69.426,68.999,69.127
28.576,0.73644,-0.05770,1.62254,0.00055,0.00092,0.00003,-0.00011,-0.00085,0.00000,1.200,0.0637,0.1500,-0.0001,-0.4997,0.1315,0.0390,-0.2416,0.0577,0.0654,-0.0111,0.9375,1.0000,69.297,69.424,68.996,69.124
28.704,0.74490,-0.05918,1.63542,0.00053,0.00081,0.00003,-0.00011,-0.00085,0.00000,1.200,0.0637,0.1500,-0.0001,-0.5153,0.1353,0.0398,-0.2501,0.0592,0.0665,-0.0117,0.9356,1.0000,69.294,69.421,68.994,69.121
28.832,0.75348,-0.06073,1.64858,0.00052,0.00070,0.00003,-0.00011,-0.00085,0.00000,1.200,0.0637,0.1500,-0.0001,-0.5300,0.1391,0.0406,-0.2587,0.0607,0.0674,-0.0124,0.9338,1.0000,69.291,69.419,68.991,69.119
28.960,0.76218,-0.06237,1.66200,0.00050,0.00059,0.00003,-0.00012,-0.00085,0.00000,1.200,0.0637,0.1500,-0.0001,-0.5437,0.1428,0.0415,-0.2674,0.0624,0.0683,-0.0131,0.9320,1.0000,69.289,69.416,68.988,69.116
29.088,0.77098,-0.06409,1.67568,0.00049,0.00048,0.00003,-0.00012,-0.00085,0.00000,1.200,0.0637,0.1500,-0.0001,-0.5565,0.1466,0.0424,-0.2762,0.0641,0.0690,-0.0137,0.9304,1.0000,69.286,69.413,68.985,69.113
29.216,0.77985,-0.06589,1.68960,0.00047,0.00037,0.00003,-0.00013,-0.00085,0.00000,1.200,0.0637,0.1500,-0.0001,-0.5684,0.1503,0.0434,-0.2851,0.0659,0.0695,-0.0143,0.9290,1.0000,69.283,69.410,68.983,69.110
29.344,0.78878,-0.06777,1.70374,0.00045,0.00026,0.00003,-0.00013,-0.00085,0.00000,1.200,0.0637,0.1500,-0.0001,-0.5793,0.1541,0.0443,-0.2940,0.0678,0.0699,-0.0149,0.9276,1.0000,69.280,69.407,68.979,69.107
29.472,0.79776,-0.06972,1.71810,0.00044,0.00016,0.00003,-0.00013,-0.00084,0.00000,1.200,0.0637,0.1500,-0.0001,-0.5893,0.1578,0.0453,-0.3030,0.0697,0.0702,-0.0154,0.9263,1.0000,69.276,69.403,68.976,69.104
29.600,0.80675,-0.07173,1.73265,0.00042,0.00005,0.00003,-0.00014,-0.00083,0.00000,1.200,0.0637,0.1499,-0.0001,-0.5984,0.1614,0.0463,-0.3120,0.0717,0.0703,-0.0160,0.9252,1.0000,69.273,69.400,68.973,69.100
29.728,0.81576,-0.07382,1.74738,0.00040,-0.00006,0.00003,-0.00014,-0.00083,0.00000,1.200,0.0637,0.1499,-0.0001,-0.6065,0.1650,0.0473,-0.3210,0.0738,0.0704,-0.0165,0.9242,1.0000,69.269,69.396,68.969,69.097
29.856,0.82476,-0.07597,1.76227,0.00038,-0.00016,0.00003,-0.00014,-0.00082,0.00000,1.200,0.0637,0.1499,-0.0001,-0.6138,0.1686,0.0483,-0.3300,0.0760,0.0702,-0.0170,0.9233,1.0000,69.265,69.392,68.965,69.093
29.984,0.83373,-0.07818,1.77730,0.00037,-0.00027,0.00003,-0.00015,-0.00081,0.00000,1.200,0.0637,0.1499,-0.0001,-0.6202,0.1721,0.0494,-0.3389,0.0782,0.0700,-0.0175,0.9225,1.0000,69.261,69.388,68.961,69.088
30.112,0.84266,-0.08046,1.79247,0.00035,-0.00037,0.00003,-0.00015,-0.00080,0.00000,1.200,0.0637,0.1499,-0.0001,-0.6257,0.1755,0.0505,-0.3479,0.0805,0.0696,-0.0179,0.9218,1.0000,69.256,69.384,68.956,69.084
30.240,0.85153,-0.08278,1.80773,0.00033,-0.00047,0.00003,-0.00015,-0.00078,0.00000,1.200,0.0637,0.1499,-0.0001,-0.6303,0.1789,0.0515,-0.3567,0.0828,0.0691,-0.0183,0.9212,1.0000,69.252,69.379,68.952,69.079
30.368,0.86032,-0.08516,1.82308,0.00031,-0.00057,0.00003,-0.00015,-0.00077,0.00000,1.200,0.0637,0.1499,-0.0001,-0.6340,0.1822,0.0526,-0.3655,0.0852,0.0685,-0.0187,0.9207,1.0000,69.247,69.374,68.947,69.074
30.496,0.86903,-0.08759,1.83848,0.00029,-0.00067,0.00003,-0.00016,-0.00075,0.00000,1.200,0.0637,0.1499,-0.0001,-0.6369,0.1854,0.0537,-0.3742,0.0876,0.0677,-0.0191,0.9204,1.0000,69.241,69.368,68.941,69.069
30.624,0.87762,-0.09007,1.85392,0.00027,-0.00076,0.00003,-0.00016,-0.00074,0.00000,1.200,0.0637,0.1498,-0.0001,-0.6390,0.1885,0.0548,-0.3828,0.0901,0.0668,-0.0195,0.9201,1.0000,69.235,69.362,68.935,69.063
30.752,0.88609,-0.09259,1.86937,0.00025,-0.00086,0.00003,-0.00016,-0.00072,0.00000,1.200,0.0637,0.1498,-0.0001,-0.6402,0.1916,0.0560,-0.3913,0.0926,0.0658,-0.0198,0.9200,1.0000,69.229,69.356,68.929,69.057
30.880,0.89443,-0.09514,1.88479,0.00023,-0.00095,0.00003,-0.00016,-0.00070,0.00000,1.200,0.0637,0.1498,-0.0001,-0.6405,0.1945,0.0571,-0.3996,0.0952,0.0647,-0.0201,0.9199,1.0000,69.223,69.350,68.923,69.051
31.008,0.90261,-0.09774,1.90016,0.00020,-0.00104,0.00003,-0.00016,-0.00069,0.00000,1.200,0.0636,0.1498,-0.0001,-0.6400,0.1973,0.0582,-0.4078,0.0978,0.0635,-0.0204,0.9200,1.0000,69.216,69.343,68.916,69.044
31.136,0.91063,-0.10037,1.91545,0.00018,-0.00112,0.00003,-0.00017,-0.00067,0.00000,1.200,0.0636,0.1498,-0.0001,-0.6386,0.2001,0.0594,-0.4158,0.1004,0.0621,-0.0206,0.9202,1.0000,69.209,69.336,68.909,69.037
31.264,0.91847,-0.10302,1.93062,0.00016,-0.00121,0.00003,-0.00017,-0.00065,0.00000,1.200,0.0636,0.1498,-0.0001,-0.6364,0.2027,0.0605,-0.4237,0.1030,0.0607,-0.0208,0.9205,1.0000,69.202,69.329,68.902,69.029
31.392,0.92611,-0.10570,1.94564,0.00014,-0.00129,0.00003,-0.00017,-0.00063,0.00000,1.200,0.0636,0.1498,-0.0001,-0.6333,0.2052,0.0616,-0.4313,0.1057,0.0591,-0.0210,0.9208,1.0000,69.194,69.321,68.894,69.022
31.520,0.93355,-0.10841,1.96048,0.00012,-0.00136,0.00003,-0.00017,-0.00060,0.00000,1.200,0.0636,0.1497,-0.0001,-0.6293,0.2076,0.0628,-0.4387,0.1084,0.0575,-0.0212,0.9213,1.0000,69.186,69.313,68.886,69.014
31.648,0.94077,-0.11113,1.97509,0.00010,-0.00144,0.00003,-0.00017,-0.00058,0.00000,1.200,0.0636,0.1497,-0.0001,-0.6243,0.2099,0.0639,-0.4460,0.1111,0.0557,-0.0213,0.9220,1.0000,69.178,69.305,68.878,69.006
31.776,0.94775,-0.11387,1.98944,0.00007,-0.00151,0.00003,-0.00017,-0.00056,0.00000,1.200,0.0636,0.1497,-0.0001,-0.6184,0.2120,0.0651,-0.4530,0.1139,0.0539,-0.0214,0.9227,1.0000,69.170,69.297,68.870,68.998
31.904,0.95450,-0.11663,2.00350,0.00005,-0.00158,0.00003,-0.00017,-0.00054,0.00000,1.200,0.0636,0.1497,-0.0001,-0.6116,0.2141,0.0662,-0.4597,0.1166,0.0520,-0.0215,0.9236,1.0000,69.162,69.288,68.862,68.989
32.032,0.96099,-0.11939,2.01722,0.00003,-0.00165,0.00003,-0.00017,-0.00051,0.00000,1.200,0.0636,0.1497,-0.0001,-0.6037,0.2160,0.0673,-0.4662,0.1194,0.0499,-0.0216,0.9245,1.0000,69.153,69.280,68.854,68.981
32.160,0.96722,-0.12215,2.03056,0.00001,-0.00171,0.00003,-0.00017,-0.00049,0.00000,1.200,0.0636,0.1496,-0.0001,-0.5948,0.2177,0.0684,-0.4724,0.1222,0.0479,-0.0216,0.9257,1.0000,69.145,69.272,68.845,68.973
32.288,0.97317,-0.12492,2.04349,-0.00001,-0.00177,0.00003,-0.00017,-0.00046,0.00000,1.200,0.0636,0.1496,-0.0001,-0.5847,0.2193,0.0695,-0.4784,0.1249,0.0457,-0.0216,0.9269,1.0000,69.136,69.263,68.837,68.964
32.416,0.97884,-0.12768,2.05597,-0.00004,-0.00183,0.00003,-0.00018,-0.00044,0.00000,1.200,0.0636,0.1496,-0.0001,-0.5736,0.2208,0.0706,-0.4840,0.1277,0.0434,-0.0216,0.9283,1.0000,69.128,69.255,68.829,68.956
32.544,0.98421,-0.13044,2.06795,-0.00006,-0.00189,0.00003,-0.00018,-0.00041,0.00000,1.200,0.0636,0.1496,-0.0001,-0.5612,0.2222,0.0717,-0.4894,0.1305,0.0411,-0.0215,0.9298,1.0000,69.120,69.247,68.821,68.948
32.672,0.98928,-0.13319,2.07941,-0.00008,-0.00194,0.00003,-0.00018,-0.00039,0.00000,1.200,0.0636,0.1496,-0.0001,-0.5477,0.2233,0.0728,-0.4945,0.1332,0.0387,-0.0214,0.9315,1.0000,69.113,69.240,68.813,68.941
32.800,0.99405,-0.13593,2.09030,-0.00010,-0.00198,0.00003,-0.00018,-0.00036,0.00000,1.200,0.0635,0.1496,-0.0001,-0.5329,0.2244,0.0738,-0.4992,0.1359,0.0363,-0.0213,0.9334,1.0000,69.106,69.232,68.806,68.934
32.928,0.99849,-0.13864,2.10060,-0.00013,-0.00203,0.00003,-0.00018,-0.00034,0.00000,1.200,0.0635,0.1495,-0.0001,-0.5168,0.2253,0.0749,-0.5037,0.1387,0.0338,-0.0212,0.9354,1.0000,69.099,69.226,68.799,68.927
33.056,1.00261,-0.14134,2.11027,-0.00015,-0.00207,0.00003,-0.00018,-0.00031,0.00000,1.200,0.0635,0.1495,-0.0001,-0.4995,0.2261,0.0759,-0.5078,0.1414,0.0312,-0.0210,0.9376,1.0000,69.093,69.220,68.794,68.921
33.184,1.00640,-0.14402,2.11929,-0.00017,-0.00211,0.00003,-0.00018,-0.00028,0.00000,1.200,0.0635,0.1495,-0.0001,-0.4809,0.2267,0.0769,-0.5116,0.1440,0.0286,-0.0208,0.9399,1.0000,69.089,69.215,68.789,68.917
33.312,1.00986,-0.14667,2.12764,-0.00019,-0.00214,0.00003,-0.00017,-0.00026,0.00000,1.200,0.0635,0.1495,-0.0001,-0.4612,0.2271,0.0779,-0.5151,0.1467,0.0260,-0.0206,0.9423,1.0000,69.085,69.212,68.786,68.913
33.440,1.01297,-0.14928,2.13529,-0.00022,-0.00217,0.00003,-0.00017,-0.00023,0.00000,1.200,0.0635,0.1495,-0.0001,-0.4405,0.2274,0.0788,-0.5182,0.1493,0.0233,-0.0203,0.9449,1.0000,69.083,69.210,68.784,68.911
33.568,1.01573,-0.15186,2.14224,-0.00024,-0.00220,0.00003,-0.00017,-0.00019,0.00000,1.200,0.0635,0.1495,-0.0001,-0.4189,0.2276,0.0798,-0.5209,0.1519,0.0206,-0.0201,0.9476,1.0000,69.082,69.208,68.782,68.910
33.696,1.01814,-0.15441,2.14849,-0.00026,-0.00222,0.00003,-0.00017,-0.00016,0.00000,1.200,0.0635,0.1495,-0.0001,-0.3965,0.2276,0.0807,-0.5233,0.1544,0.0178,-0.0198,0.9504,1.0000,69.081,69.208,68.782,68.909
33.824,1.02019,-0.15691,2.15402,-0.00028,-0.00224,0.00003,-0.00017,-0.00013,0.00000,1.200,0.0635,0.1495,-0.0001,-0.3733,0.2274,0.0816,-0.5254,0.1569,0.0150,-0.0194,0.9533,1.0000,69.081,69.208,68.782,68.909
33.952,1.02189,-0.15937,2.15885,-0.00030,-0.00225,0.00003,-0.00017,-0.00010,0.00000,1.200,0.0635,0.1495,-0.0001,-0.3495,0.2271,0.0824,-0.5271,0.1594,0.0122,-0.0191,0.9563,1.0000,69.082,69.209,68.783,68.910
34.080,1.02323,-0.16178,2.16297,-0.00032,-0.00226,0.00003,-0.00016,-0.00006,0.00000,1.200,0.0635,0.1495,-0.0001,-0.3250,0.2267,0.0833,-0.5284,0.1618,0.0094,-0.0187,0.9594,1.0000,69.083,69.210,68.784,68.911
34.208,1.02420,-0.16413,2.16639,-0.00034,-0.00227,0.00003,-0.00016,-0.00003,0.00000,1.200,0.0635,0.1495,-0.0001,-0.3001,0.2261,0.0841,-0.5294,0.1642,0.0066,-0.0183,0.9625,1.0000,69.085,69.212,68.786,68.913
34.336,1.02482,-0.16644,2.16912,-0.00036,-0.00227,0.00003,-0.00016,0.00001,0.00000,1.200,0.0635,0.1495,-0.0001,-0.2747,0.2253,0.0848,-0.5300,0.1665,0.0037,-0.0178,0.9657,1.0000,69.088,69.214,68.788,68.916
34.464,1.02507,-0.16868,2.17117,-0.00038,-0.00227,0.00003,-0.00015,0.00004,0.00000,1.200,0.0635,0.1495,-0.0001,-0.2489,0.2244,0.0856,-0.5303,0.1687,0.0009,-0.0174,0.9689,1.0000,69.090,69.217,68.791,68.918
34.592,1.02495,-0.17086,2.17255,-0.00040,-0.00226,0.00003,-0.00015,0.00008,0.00000,1.200,0.0635,0.1495,-0.0001,-0.2229,0.2234,0.0863,-0.5302,0.1709,-0.0019,-0.0169,0.9721,1.0000,69.093,69.220,68.794,68.921
34.720,1.02448,-0.17298,2.17328,-0.00042,-0.00224,0.00003,-0.00014,0.00011,0.00000,1.200,0.0635,0.1495,-0.0001,-0.1965,0.2222,0.0869,-0.5297,0.1730,-0.0048,-0.0164,0.9754,1.0000,69.097,69.223,68.797,68.925
34.848,1.02365,-0.17503,2.17338,-0.00044,-0.00223,0.00003,-0.00014,0.00015,0.00000,1.200,0.0635,0.1495,-0.0001,-0.1700,0.2209,0.0876,-0.5288,0.1750,-0.0076,-0.0158,0.9787,1.0000,69.100,69.227,68.801,68.928
34.976,1.02246,-0.17701,2.17285,-0.00046,-0.00221,0.00003,-0.00014,0.00018,0.00000,1.200,0.0635,0.1495,-0.0001,-0.1434,0.2194,0.0882,-0.5277,0.1770,-0.0103,-0.0153,0.9821,1.0000,69.104,69.231,68.804,68.932
35.104,1.02092,-0.17892,2.17171,-0.00047,-0.00218,0.00003,-0.00013,0.00022,0.00000,1.200,0.0635,0.1496,-0.0001,-0.1166,0.2179,0.0887,-0.5261,0.1789,-0.0131,-0.0147,0.9854,1.0000,69.107,69.234,68.808,68.935
35.232,1.01902,-0.18075,2.16999,-0.00049,-0.00215,0.00003,-0.00013,0.00026,0.00000,1.200,0.0635,0.1496,-0.0001,-0.0899,0.2162,0.0892,-0.5242,0.1808,-0.0158,-0.0141,0.9888,1.0000,69.111,69.238,68.812,68.939
35.360,1.01679,-0.18250,2.16770,-0.00051,-0.00211,0.00003,-0.00012,0.00029,0.00000,1.200,0.0635,0.1496,-0.0001,-0.0632,0.2143,0.0897,-0.5220,0.1825,-0.0185,-0.0135,0.9921,1.0000,69.115,69.242,68.815,68.943
35.488,1.01422,-0.18417,2.16485,-0.00052,-0.00207,0.00003,-0.00011,0.00033,0.00000,1.200,0.0636,0.1496,-0.0001,-0.0366,0.2124,0.0902,-0.5194,0.1842,-0.0211,-0.0128,0.9954,1.0000,69.118,69.245,68.819,68.946
35.616,1.01131,-0.18576,2.16147,-0.00054,-0.00203,0.00003,-0.00011,0.00036,0.00000,1.200,0.0636,0.1496,-0.0001,-0.0100,0.2103,0.0906,-0.5165,0.1858,-0.0237,-0.0122,0.9987,1.0000,69.122,69.249,68.822,68.950
35.744,1.00808,-0.18726,2.15756,-0.00054,-0.00197,0.00004,0.00001,0.00050,0.00001,1.200,0.0635,0.1490,-0.0002,0.0163,0.2082,0.0909,-0.5133,0.1873,-0.0262,-0.0115,0.9980,1.0000,69.125,69.251,68.826,68.954
35.872,1.00454,-0.18868,2.15315,-0.00054,-0.00188,0.00004,-0.00001,0.00091,0.00001,1.200,0.0636,0.1494,-0.0002,0.0426,0.2059,0.0913,-0.5097,0.1887,-0.0286,-0.0108,0.9947,1.0000,69.128,69.255,68.829,68.957
36.000,1.00070,-0.19000,2.14824,-0.00054,-0.00176,0.00004,0.00000,0.00088,0.00000,1.200,0.0636,0.1500,-0.0002,0.0686,0.2036,0.0915,-0.5059,0.1900,-0.0309,-0.0101,0.9914,1.0000,69.132,69.259,68.832,68.959
36.128,0.99657,-0.19124,2.14286,-0.00054,-0.00166,0.00004,0.00001,0.00071,0.00000,1.200,0.0636,0.1497,-0.0002,0.0943,0.2011,0.0918,-0.5018,0.1913,-0.0330,-0.0094,0.9882,1.0000,69.134,69.261,68.834,68.962
36.256,0.99218,-0.19240,2.13702,-0.00054,-0.00157,0.00004,0.00001,0.00077,0.00000,1.200,0.0636,0.1495,-0.0002,0.1198,0.1987,0.0920,-0.4974,0.1924,-0.0351,-0.0088,0.9850,1.0000,69.136,69.263,68.837,68.965
36.384,0.98754,-0.19346,2.13072,-0.00054,-0.00146,0.00004,0.00002,0.00085,0.00000,1.200,0.0636,0.1497,-0.0002,0.1451,0.1962,0.0922,-0.4927,0.1935,-0.0370,-0.0081,0.9819,1.0000,69.139,69.266,68.839,68.967
36.512,0.98266,-0.19444,2.12398,-0.00054,-0.00135,0.00004,0.00002,0.00083,-0.00000,1.200,0.0636,0.1497,-0.0002,0.1701,0.1936,0.0924,-0.4879,0.1945,-0.0387,-0.0074,0.9787,1.0000,69.141,69.268,68.841,68.968
36.640,0.97757,-0.19534,2.11680,-0.00053,-0.00125,0.00004,0.00003,0.00080,-0.00000,1.200,0.0636,0.1497,-0.0001,0.1948,0.1910,0.0925,-0.4828,0.1954,-0.0404,-0.0067,0.9756,1.0000,69.142,69.269,68.843,68.970
36.768,0.97228,-0.19615,2.10921,-0.00053,-0.00114,0.00004,0.00003,0.00082,-0.00000,1.200,0.0636,0.1497,-0.0001,0.2193,0.1883,0.0926,-0.4775,0.1962,-0.0419,-0.0061,0.9726,1.0000,69.144,69.271,68.844,68.972
36.896,0.96680,-0.19687,2.10119,-0.00053,-0.00104,0.00004,0.00004,0.00083,-0.00000,1.200,0.0636,0.1497,-0.0001,0.2435,0.1856,0.0926,-0.4720,0.1969,-0.0433,-0.0054,0.9696,1.0000,69.145,69.272,68.845,68.973
37.024,0.96116,-0.19751,2.09276,-0.00052,-0.00093,0.00004,0.00004,0.00082,-0.00000,1.200,0.0636,0.1497,-0.0001,0.2674,0.1830,0.0927,-0.4664,0.1975,-0.0445,-0.0047,0.9666,1.0000,69.146,69.273,68.846,68.974
37.152,0.95537,-0.19807,2.08392,-0.00052,-0.00083,0.00004,0.00004,0.00082,-0.00000,1.200,0.0636,0.1497,-0.0001,0.2910,0.1802,0.0927,-0.4606,0.1981,-0.0457,-0.0041,0.9636,1.0000,69.148,69.275,68.848,68.975
37.280,0.94945,-0.19854,2.07468,-0.00051,-0.00072,0.00004,0.00005,0.00082,-0.00000,1.200,0.0636,0.1497,-0.0001,0.3142,0.1775,0.0926,-0.4546,0.1986,-0.0466,-0.0035,0.9607,1.0000,69.149,69.276,68.850,68.977
37.408,0.94341,-0.19893,2.06504,-0.00050,-0.00062,0.00004,0.00005,0.00081,-0.00000,1.200,0.0636,0.1497,-0.0001,0.3369,0.1748,0.0926,-0.4486,0.1989,-0.0475,-0.0028,0.9579,1.0000,69.152,69.278,68.852,68.979
37.536,0.93727,-0.19924,2.05503,-0.00050,-0.00052,0.00003,0.00006,0.00080,-0.00000,1.200,0.0636,0.1497,-0.0001,0.3589,0.1721,0.0925,-0.4425,0.1993,-0.0482,-0.0022,0.9551,1.0000,69.154,69.281,68.854,68.981
37.664,0.93105,-0.19948,2.04464,-0.00049,-0.00041,0.00003,0.00006,0.00079,-0.00000,1.200,0.0636,0.1497,-0.0001,0.3804,0.1694,0.0923,-0.4362,0.1995,-0.0488,-0.0016,0.9525,1.0000,69.156,69.283,68.856,68.984
37.792,0.92476,-0.19963,2.03389,-0.00048,-0.00031,0.00003,0.00006,0.00078,-0.00000,1.200,0.0636,0.1497,-0.0001,0.4011,0.1667,0.0922,-0.4300,0.1996,-0.0493,-0.0010,0.9499,1.0000,69.158,69.285,68.859,68.986
37.920,0.91842,-0.19971,2.02278,-0.00047,-0.00022,0.00003,0.00006,0.00076,-0.00000,1.200,0.0636,0.1497,-0.0001,0.4210,0.1641,0.0920,-0.4236,0.1997,-0.0496,-0.0004,0.9474,1.0000,69.161,69.288,68.861,68.989
38.048,0.91204,-0.19971,2.01134,-0.00046,-0.00012,0.00003,0.00007,0.00075,-0.00000,1.200,0.0636,0.1498,-0.0001,0.4400,0.1614,0.0918,-0.4172,0.1997,-0.0499,0.0002,0.9450,1.0000,69.163,69.290,68.864,68.991
38.176,0.90565,-0.19963,1.99958,-0.00046,-0.00002,0.00003,0.00007,0.00073,-0.00000,1.200,0.0636,0.1498,-0.0001,0.4582,0.1588,0.0916,-0.4108,0.1996,-0.0500,0.0008,0.9427,1.0000,69.166,69.293,68.866,68.994
38.304,0.89926,-0.19949,1.98749,-0.00045,0.00007,0.00003,0.00007,0.00072,-0.00000,1.200,0.0636,0.1498,-0.0001,0.4756,0.1563,0.0913,-0.4045,0.1995,-0.0500,0.0014,0.9406,1.0000,69.169,69.296,68.869,68.996
38.432,0.89287,-0.19927,1.97510,-0.00044,0.00016,0.00003,0.00007,0.00070,0.00000,1.200,0.0636,0.1498,-0.0001,0.4920,0.1538,0.0910,-0.3981,0.1993,-0.0498,0.0019,0.9385,1.0000,69.171,69.298,68.871,68.999
38.560,0.88651,-0.19898,1.96242,-0.00043,0.00025,0.00003,0.00007,0.00068,0.00000,1.200,0.0636,0.1498,-0.0001,0.5075,0.1513,0.0907,-0.3917,0.1990,-0.0496,0.0025,0.9366,1.0000,69.174,69.301,68.874,69.002
38.688,0.88019,-0.19862,1.94947,-0.00042,0.00033,0.00003,0.00007,0.00066,0.00000,1.200,0.0636,0.1498,-0.0001,0.5221,0.1489,0.0904,-0.3854,0.1986,-0.0492,0.0030,0.9347,1.0000,69.177,69.304,68.877,69.004
38.816,0.87392,-0.19819,1.93624,-0.00041,0.00041,0.00003,0.00008,0.00064,0.00000,1.200,0.0636,0.1498,-0.0001,0.5357,0.1466,0.0901,-0.3791,0.1982,-0.0488,0.0035,0.9330,1.0000,69.179,69.306,68.880,69.007
38.944,0.86772,-0.19770,1.92276,-0.00040,0.00049,0.00003,0.00008,0.00061,0.00000,1.200,0.0636,0.1498,-0.0001,0.5485,0.1443,0.0897,-0.3729,0.1977,-0.0482,0.0040,0.9314,1.0000,69.182,69.309,68.883,69.010
39.072,0.86160,-0.19715,1.90905,-0.00039,0.00057,0.00003,0.00008,0.00059,0.00000,1.200,0.0636,0.1498,-0.0001,0.5603,0.1421,0.0893,-0.3668,0.1972,-0.0476,0.0045,0.9300,1.0000,69.185,69.312,68.886,69.013
39.200,0.85556,-0.19653,1.89510,-0.00038,0.00064,0.00003,0.00008,0.00057,0.00000,1.200,0.0636,0.1498,-0.0001,0.5711,0.1399,0.0889,-0.3608,0.1965,-0.0468,0.0050,0.9286,1.0000,69.189,69.316,68.889,69.016
39.328,0.84964,-0.19585,1.88095,-0.00037,0.00072,0.00003,0.00008,0.00055,0.00000,1.200,0.0636,0.1498,-0.0001,0.5811,0.1378,0.0884,-0.3548,0.1959,-0.0460,0.0055,0.9274,1.0000,69.192,69.319,68.892,69.020
39.456,0.84382,-0.19511,1.86660,-0.00036,0.00078,0.00003,0.00008,0.00052,0.00000,1.200,0.0636,0.1498,-0.0001,0.5901,0.1358,0.0880,-0.3490,0.1951,-0.0451,0.0059,0.9262,1.0000,69.195,69.322,68.895,69.023
39.584,0.83813,-0.19432,1.85207,-0.00035,0.00085,0.00003,0.00008,0.00050,0.00000,1.200,0.0636,0.1498,-0.0001,0.5983,0.1339,0.0875,-0.3433,0.1943,-0.0441,0.0064,0.9252,1.0000,69.199,69.326,68.899,69.027
39.712,0.83258,-0.19347,1.83738,-0.00034,0.00091,0.00003,0.00008,0.00047,0.00000,1.200,0.0636,0.1498,-0.0001,0.6055,0.1321,0.0870,-0.3378,0.1935,-0.0430,0.0068,0.9243,1.0000,69.203,69.330,68.903,69.031
39.840,0.82718,-0.19256,1.82254,-0.00033,0.00097,0.00003,0.00008,0.00045,0.00000,1.200,0.0636,0.1499,-0.0001,0.6118,0.1303,0.0865,-0.3324,0.1926,-0.0418,0.0072,0.9235,1.0000,69.207,69.334,68.907,69.035
39.968,0.82193,-0.19160,1.80758,-0.00032,0.00102,0.00003,0.00009,0.00042,0.00000,1.200,0.0636,0.1499,-0.0001,0.6173,0.1287,0.0860,-0.3271,0.1916,-0.0405,0.0076,0.9228,1.0000,69.212,69.339,68.912,69.039
40.096,0.81684,-0.19059,1.79252,-0.00030,0.00108,0.00003,0.00009,0.00040,0.00000,1.200,0.0636,0.1499,-0.0001,0.6219,0.1271,0.0854,-0.3220,0.1906,-0.0392,0.0080,0.9223,1.0000,69.217,69.344,68.916,69.044
40.224,0.81193,-0.18954,1.77737,-0.00029,0.00112,0.00003,0.00009,0.00037,0.00000,1.200,0.0637,0.1499,-0.0001,0.6256,0.1256,0.0849,-0.3171,0.1895,-0.0379,0.0084,0.9218,1.0000,69.222,69.349,68.922,69.049
40.352,0.80719,-0.18843,1.76217,-0.00028,0.00117,0.00003,0.00009,0.00035,0.00000,1.200,0.0637,0.1499,-0.0001,0.6285,0.1242,0.0843,-0.3124,0.1884,-0.0364,0.0088,0.9214,1.0000,69.227,69.354,68.927,69.054
40.480,0.80265,-0.18728,1.74694,-0.00027,0.00121,0.00003,0.00009,0.00032,-0.00000,1.200,0.0637,0.1499,-0.0001,0.6306,0.1229,0.0837,-0.3078,0.1873,-0.0349,0.0091,0.9212,1.0000,69.233,69.360,68.932,69.060
40.608,0.79830,-0.18609,1.73169,-0.00026,0.00125,0.00003,0.00009,0.00029,-0.00000,1.200,0.0637,0.1499,-0.0001,0.6317,0.1217,0.0831,-0.3035,0.1861,-0.0334,0.0095,0.9210,1.0000,69.239,69.366,68.938,69.066
40.736,0.79415,-0.18485,1.71647,-0.00025,0.00129,0.00003,0.00009,0.00027,-0.00000,1.200,0.0637,0.1499,-0.0001,0.6321,0.1206,0.0825,-0.2993,0.1849,-0.0318,0.0098,0.9210,1.0000,69.245,69.372,68.945,69.072
40.864,0.79021,-0.18358,1.70130,-0.00024,0.00132,0.00003,0.00009,0.00024,-0.00000,1.200,0.0637,0.1500,-0.0001,0.6316,0.1196,0.0819,-0.2954,0.1836,-0.0302,0.0101,0.9211,1.0000,69.252,69.379,68.951,69.079
40.992,0.78647,-0.18226,1.68621,-0.00023,0.00135,0.00003,0.00009,0.00021,-0.00000,1.200,0.0637,0.1500,-0.0001,0.6302,0.1187,0.0813,-0.2917,0.1823,-0.0285,0.0104,0.9212,1.0000,69.259,69.386,68.958,69.086
